identifier,aaa,bbbb,cccc,dddd,title,creator,subjects,description,publisher,contributor,date,resource_type,format,language,source,relation,coverage,rights,card_url,image_url
U426_nichibunken_0081_0010_0000,426,0081,0010,0000,ほうき；ホウキ,,箒；ホウキ,箒の化物。目鼻がつき、柄を下にして立っている。2本の腕を生やして、右腕にはたきを持ち、左腕に手拭いを掛けている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0010_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0010_0000.jpg
U426_nichibunken_0081_0011_0000,426,0081,0011,0000,ちやわん；チャワン,,茶碗；チャワン，男；オトコ,茶碗の化物。頭部が茶碗で目が1つと鼻口がついている。体は着物をまとい、左膝を立てて座っている。左手で鉄瓶らしいものをつかみ、右手を自分の頭である茶碗にあて、何かを注いでいる。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0011_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0011_0000.jpg
U426_nichibunken_0081_0012_0000,426,0081,0012,0000,つりとふろふ；ツリドウロウ,,吊り灯籠；ツリドウロウ，灯籠；トウロウ,吊り灯篭の化物。目鼻口がついている。腕が1本生えていて、書状のようなものをつかんでいる。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0012_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0012_0000.jpg
U426_nichibunken_0081_0013_0000,426,0081,0013,0000,すりばち；スリバチ,,すり鉢；スリバチ，男；オトコ,すり鉢の化物。頭部がすり鉢で、目鼻口がついており、舌を垂らしている。体には着物をまとい、褌のようなものを垂らしている。両腕ですりこぎを持ち、自分の頭ですっている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0013_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0013_0000.jpg
U426_nichibunken_0081_0014_0000,426,0081,0014,0000,うちわ；ウチワ,,団扇；ウチワ,団扇の化物。大小2体が描かれている。大きい方は柄を下にして立ち、面に目鼻口がついている。目は3つ目のように見え、口はへの字に結ばれている。腕が生えている。小さい方は横になっており、面に眉目鼻口がつき、舌を出している。こちらも腕が出ている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0014_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0014_0000.jpg
U426_nichibunken_0081_0015_0000,426,0081,0015,0000,ちやがま；チャガマ,,茶釜；チャガマ，男；オトコ,茶釜の化物。頭部が茶釜で、眉目鼻口がついている。蓋は床に置いてある。腕脚が出ていて、右手に柄杓を持ち、左手に茶碗を持って、座っている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0015_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0015_0000.jpg
U426_nichibunken_0081_0016_0000,426,0081,0016,0000,あふぎ；オウギ,,扇；オオギ，男；オトコ,扇の化物。頭部が扇で、眉目鼻口がついている。逆立ちしている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0016_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0016_0000.jpg
U426_nichibunken_0081_0017_0000,426,0081,0017,0000,あんどう；アンドウ,,行灯；アンドン,行灯の化物。置き行灯と蝋燭2本が描かれている。行灯の火袋に眉目鼻口がついており、息を吹いて、前に立っている蝋燭の火を消したようである。腕が1本生えており、上面の吊りを持ち上げている。蝋燭は2本とも眉目鼻口がついており、どちらも火はついていない。1本は横たわり、もう1本は燭台の上に立っている。立った方の蝋燭は舌を出している。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0017_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0017_0000.jpg
U426_nichibunken_0081_0018_0000,426,0081,0018,0000,たばこぼん；タバコボン,,煙草盆；タバコボン,煙草盆の化物。目と舌がついている。腕が2本生えており、右手で煙管を持って吸口を灰吹にあてている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0018_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0018_0000.jpg
U426_nichibunken_0081_0019_0000,426,0081,0019,0000,たわら；タワラ,,俵；タワラ,俵の化物。目鼻口がつき、毛深い腕と脚が生えている。雨を避けるかのように、手を上にかざしている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0019_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0019_0000.jpg
U426_nichibunken_0081_0020_0000,426,0081,0020,0000,ちやうす；チャウス,,茶臼；チャウス，男；オトコ,茶臼の化物。頭部が茶臼で、眉目鼻口がついている。背にひし形が入った着物をまとっている。草履を左手に持ち、足袋で歩いている。右肩に羽を背負っているように見える。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0020_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0020_0000.jpg
U426_nichibunken_0081_0021_0000,426,0081,0021,0000,てうづばち；チョウズバチ,,手水鉢；チョウズバチ,手水鉢の化物。目鼻口がついている。腕が生えており、右腕で柄杓を持ち、水をまいている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0021_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0021_0000.jpg
U426_nichibunken_0081_0022_0000,426,0081,0022,0000,ゆとう；ユトウ,,湯桶；ユトウ，男；オトコ,湯桶の化物。頭部が丸湯桶で、目と口がついており、注ぎ口が鼻のようである。公家装束をまとって、座っている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0022_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0022_0000.jpg
U426_nichibunken_0081_0023_0000,426,0081,0023,0000,てうちん；チョウチン,,提灯；チョウチン,提灯の化物。目玉と鼻がついている。腕が生えており、左手で自らの竿をつかんでいる。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0023_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0023_0000.jpg
U426_nichibunken_0081_0024_0000,426,0081,0024,0000,うへきばち；ウエキバチ,,植木鉢；ウエキバチ，鏡；カガミ,植木鉢の化物。眉目鼻口がつき、腕が生えている。左手に鋏を持ち、前に置かれた鏡を見ながら、鉢に植えられた松の枝を切りそろえている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0024_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0024_0000.jpg
U426_nichibunken_0081_0025_0000,426,0081,0025,0000,たらい；タライ,,盥；タライ,盥の化物。目鼻口がついている。脚が生えており、座っている。上から水が注がれている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0025_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0025_0000.jpg
U426_nichibunken_0081_0026_0000,426,0081,0026,0000,さんぼう；サンボウ,,三方；サンボウ，男；オトコ,三方の化物。目鼻口がついている。裃をまとい、左手に煙管を持って座っている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0026_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0026_0000.jpg
U426_nichibunken_0081_0027_0000,426,0081,0027,0000,からかさ；カラカサ,,唐傘；カラカサ，一本足；イッポンアシ,唐傘の化物。傘に眉目鼻口がついており、舌を出している。腕が2本、脚が1本生えており、いずれも毛深い。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0027_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0027_0000.jpg
U426_nichibunken_0081_0028_0000,426,0081,0028,0000,はないけ；ハナイケ,,花活け；ハナイケ,花活けの化物。目と口がつき、口は大きく開いている。腕が生えていて、右手に鋏を持ち、自身の中に花を活けている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0028_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0028_0000.jpg
U426_nichibunken_0081_0029_0000,426,0081,0029,0000,ひばち；チバチ,,火鉢；ヒバチ,火鉢の化物。目がついており、取っ手の金具は鼻のようである。腕と脚を生やしている。右手で火箸を持ち、敷き台の上に立っている。手前には煙管の化物がおり、2本ずつ生えた前脚と後脚で獣のように歩いている。火鉢の奥に、灰均しのような敷き板状の道具があり、目がついているように見える。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0029_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0029_0000.jpg
U426_nichibunken_0081_0030_0000,426,0081,0030,0000,大将釜野将監焼安；タイショウカマノショウゲンタキヤス,,釜；カマ，男；オトコ,釜の化物。頭部が釜で、目鼻口がついている。蓋は兜に見立てられているようである。鎧をまとい、胴に「大」の字が書かれている。右手に采配を持ち、何かに腰掛けている。背後に「大釜」と書かれた旗が立っている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0081 ：大新板化物飛巡双六；オオシンパンバケモノトビマハリスゴロク,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0081_0030_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0081_0030_0000.jpg
U426_nichibunken_0101_0001_0000,426,0101,0001,0000,,J.Dautremer,兎；ウサギ，狸；タヌキ,兎と狸。兎は「やけとかうやく」と書かれた旗を担ぎ、薬売りらしき扮装をしている。狸は着物と袴をつけて半腰の姿勢で兎に話しかけている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0101 ：Le mont Katsi Katsi,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0101_0001_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0101_0001_0000.jpg
U426_nichibunken_0101_0002_0000,426,0101,0002,0000,,J.Dautremer,狸；タヌキ，老婆；ロウバ,老婆に化けた狸。頭にかつららしきものをかぶり、着物にちゃんちゃんこ姿で座り、椀を載せた盆を両手にかかげている。尻から狸の尻尾が覗いている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0101 ：Le mont Katsi Katsi,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0101_0002_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0101_0002_0000.jpg
U426_nichibunken_0101_0003_0000,426,0101,0003,0000,,J.Dautremer,兎；ウサギ,老人を慰めようとする兎。着物に袴姿の兎が、隣りに座り悲嘆にくれる老人に手を差し伸べている。兎の目線は、逃げた狸の方に向けられているようである。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0101 ：Le mont Katsi Katsi,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0101_0003_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0101_0003_0000.jpg
U426_nichibunken_0101_0004_0000,426,0101,0004,0000,,J.Dautremer,狸；タヌキ,走り逃げる狸。着物をはだけて、尻尾をなびかせ逃げている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0101 ：Le mont Katsi Katsi,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0101_0004_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0101_0004_0000.jpg
U426_nichibunken_0101_0005_0000,426,0101,0005,0000,,J.Dautremer,兎；ウサギ，狸；タヌキ,兎と狸。ともに着物に袴を着けている。片手に黄色の荷物を持った兎がそれを指し示しながら、狸に話しかけている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0101 ：Le mont Katsi Katsi,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0101_0005_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0101_0005_0000.jpg
U426_nichibunken_0101_0006_0000,426,0101,0006,0000,,J.Dautremer,兎；ウサギ，狸；タヌキ,兎と狸。ともに着物に袴を着けている。狸は背負子で大量の柴を担いでおり、その柴から煙があがっている。兎は火打石を手にしており、狸が担ぐ柴に火を点けたようである。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0101 ：Le mont Katsi Katsi,,；かちかち山,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0101_0006_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0101_0006_0000.jpg
U426_nichibunken_0101_0007_0000,426,0101,0007,0000,,J.Dautremer,兎；ウサギ，狸；タヌキ,兎と狸。着物を着た狸が家の中でうつぶせになり布団に横たわっている。兎は着物に袴で、笈を背負って、編み笠をかぶっている。肩には「やけとかうやく」と書いた旗を持ち、薬売りに扮している。窓から狸を覗いている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0101 ：Le mont Katsi Katsi,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0101_0007_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0101_0007_0000.jpg
U426_nichibunken_0101_0008_0000,426,0101,0008,0000,,J.Dautremer,兎；ウサギ，狸；タヌキ，船；フネ,兎と狸。兎は着物に袴を着け、木製の船の傍らにしゃがみ、片膝立ちで、箍らしいものを打ち込んでいる。狸は着物姿で、兎の側に立ち、両腕を組んでいる。背景は水辺である。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0101 ：Le mont Katsi Katsi,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0101_0008_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0101_0008_0000.jpg
